Atualizado - Pokemon | 1001 - Wo-chien
Já cadastrado  - Pokemon Gender | Pokemon ID: 766 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 767 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 769 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 771 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 775 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 776 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 777 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 778 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 779 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 780 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 782 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 810 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 813 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 816 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 819 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 821 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 824 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 827 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 829 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 831 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 833 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 835 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 837 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 840 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 783 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 784 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 811 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 812 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 814 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 843 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 845 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 846 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 848 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 850 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 852 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 856 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 868 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 871 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 872 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 874 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 875 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 876 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 877 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 878 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 884 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 885 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 891 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 905 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 906 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 909 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 912 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 915 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 917 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 919 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 921 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 926 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 928 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 931 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 932 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 935 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 938 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 940 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 942 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 944 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 946 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 948 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 950 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 951 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 953 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 955 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 957 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 960 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 962 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 963 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 965 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 967 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 968 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 969 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 971 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 973 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 974 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 976 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 977 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 978 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 996 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 2 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 3 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 5 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 6 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 8 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 9 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 11 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 12 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 14 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 15 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 17 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 18 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 20 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 22 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 24 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 25 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 26 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 28 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 30 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 31 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 35 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 36 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 38 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 39 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 40 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 42 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 44 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 45 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 47 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 49 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 51 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 53 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 55 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 57 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 59 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 61 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 62 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 64 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 65 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 67 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 68 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 70 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 71 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 73 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 75 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 76 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 78 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 80 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 85 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 87 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 89 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 91 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 93 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 94 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 97 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 99 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 103 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 105 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 110 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 112 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 113 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 117 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 119 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 122 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 124 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 125 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 126 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 130 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 134 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 135 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 136 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 139 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 141 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 143 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 148 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 149 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 153 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 154 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 156 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 157 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 159 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 160 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 162 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 164 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 166 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 168 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 169 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 171 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 176 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 178 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 180 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 181 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 182 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 183 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 184 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 185 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 186 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 188 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 189 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 192 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 195 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 196 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 197 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 199 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 202 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 205 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 208 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 210 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 212 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 217 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 219 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 221 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 224 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 226 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 229 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 230 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 232 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 242 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 247 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 248 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 253 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 254 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 256 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 257 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 259 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 260 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 262 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 264 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 266 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 267 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 268 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 269 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 271 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 272 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 274 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 275 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 277 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 279 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 281 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 282 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 284 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 286 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 288 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 289 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 291 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 294 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 295 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 297 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 301 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 305 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 306 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 308 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 310 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 315 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 317 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 319 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 321 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 323 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 326 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 329 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 330 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 332 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 334 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 340 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 342 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 346 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 348 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 350 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 354 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 356 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 358 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 362 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 364 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 365 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 367 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 368 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 372 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 373 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 388 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 389 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 391 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 392 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 394 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 395 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 397 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 398 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 400 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 402 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 404 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 405 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 407 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 409 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 411 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 413 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 416 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 419 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 421 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 423 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 424 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 426 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 428 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 429 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 430 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 432 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 435 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 444 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 445 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 448 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 450 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 452 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 454 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 457 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 460 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 461 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 463 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 464 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 465 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 466 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 467 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 468 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 469 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 470 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 471 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 472 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 473 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 476 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 477 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 478 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 496 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 497 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 499 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 500 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 502 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 503 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 505 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 507 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 508 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 510 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 512 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 514 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 516 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 518 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 520 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 521 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 523 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 525 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 526 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 528 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 530 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 533 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 534 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 536 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 537 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 541 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 542 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 544 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 545 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 547 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 549 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 552 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 553 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 555 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 558 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 560 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 563 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 565 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 567 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 569 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 571 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 573 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 575 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 576 - Gender ID: 1
Já cadastrado  - Pokemon Gender | Pokemon ID: 578 - Gender ID: 1
