Cadastrado - Ability | 1 - Stench - Fedor

-------------------------

Cadastrado - Pokemon | 292 / 386 - Shedinja

Cadastrado - Pokemon Ability | Pokemon ID: 292 - Ability Id: 25 - Is True: 0

Cadastrado - Pokemon Stat | Pokemon ID: 292 - Stat ID: 1 - Base Stat: 1 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 292 - Stat ID: 2 - Base Stat: 90 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 292 - Stat ID: 3 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 292 - Stat ID: 4 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 292 - Stat ID: 5 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 292 - Stat ID: 6 - Base Stat: 40 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 292 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 292 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 292 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 292 - Habitat ID: 2

Cadastrado - Pokemon Shape | Pokemon ID: 292 - Shape ID: 5

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 290 - Pokemon Id To: 291 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 290 - Pokemon Id To: 292 - Pokemon Evolution: 1

-------------------------

Cadastrado - Pokemon | 293 / 386 - Whismur

Cadastrado - Pokemon Ability | Pokemon ID: 293 - Ability Id: 43 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 293 - Ability Id: 155 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 293 - Stat ID: 1 - Base Stat: 64 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 293 - Stat ID: 2 - Base Stat: 51 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 293 - Stat ID: 3 - Base Stat: 23 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 293 - Stat ID: 4 - Base Stat: 51 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 293 - Stat ID: 5 - Base Stat: 23 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 293 - Stat ID: 6 - Base Stat: 28 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 293 - Color ID: 6

Cadastrado - Pokemon Egg Groups | Pokemon ID: 293 - Egg Group ID: 1
Cadastrado - Pokemon Egg Groups | Pokemon ID: 293 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 293 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 293 - Habitat ID: 1

Cadastrado - Pokemon Shape | Pokemon ID: 293 - Shape ID: 6

Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 293 - Pokemon Id To: 294 - Pokemon Evolution: 1
Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 294 - Pokemon Id To: 295 - Pokemon Evolution: 2

-------------------------

Cadastrado - Pokemon | 294 / 386 - Loudred

Cadastrado - Pokemon Ability | Pokemon ID: 294 - Ability Id: 43 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 294 - Ability Id: 113 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 294 - Stat ID: 1 - Base Stat: 84 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 294 - Stat ID: 2 - Base Stat: 71 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 294 - Stat ID: 3 - Base Stat: 43 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 294 - Stat ID: 4 - Base Stat: 71 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 294 - Stat ID: 5 - Base Stat: 43 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 294 - Stat ID: 6 - Base Stat: 48 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 294 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 294 - Egg Group ID: 1
Cadastrado - Pokemon Egg Groups | Pokemon ID: 294 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 294 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 294 - Habitat ID: 1

Cadastrado - Pokemon Shape | Pokemon ID: 294 - Shape ID: 6

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 293 - Pokemon Id To: 294 - Pokemon Evolution: 1
Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 294 - Pokemon Id To: 295 - Pokemon Evolution: 2

-------------------------

Cadastrado - Pokemon | 295 / 386 - Exploud

Cadastrado - Pokemon Ability | Pokemon ID: 295 - Ability Id: 43 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 295 - Ability Id: 113 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 295 - Stat ID: 1 - Base Stat: 104 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 295 - Stat ID: 2 - Base Stat: 91 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 295 - Stat ID: 3 - Base Stat: 63 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 295 - Stat ID: 4 - Base Stat: 91 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 295 - Stat ID: 5 - Base Stat: 73 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 295 - Stat ID: 6 - Base Stat: 68 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 295 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 295 - Egg Group ID: 1
Cadastrado - Pokemon Egg Groups | Pokemon ID: 295 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 295 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 295 - Habitat ID: 1

Cadastrado - Pokemon Shape | Pokemon ID: 295 - Shape ID: 6

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 293 - Pokemon Id To: 294 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 294 - Pokemon Id To: 295 - Pokemon Evolution: 2

-------------------------

Cadastrado - Pokemon | 296 / 386 - Makuhita

Cadastrado - Pokemon Ability | Pokemon ID: 296 - Ability Id: 47 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 296 - Ability Id: 62 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 296 - Ability Id: 125 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 296 - Stat ID: 1 - Base Stat: 72 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 296 - Stat ID: 2 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 296 - Stat ID: 3 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 296 - Stat ID: 4 - Base Stat: 20 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 296 - Stat ID: 5 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 296 - Stat ID: 6 - Base Stat: 25 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 296 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 296 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 296 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 296 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 296 - Shape ID: 12

Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 296 - Pokemon Id To: 297 - Pokemon Evolution: 1

-------------------------

Cadastrado - Pokemon | 297 / 386 - Hariyama

Cadastrado - Pokemon Ability | Pokemon ID: 297 - Ability Id: 47 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 297 - Ability Id: 62 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 297 - Ability Id: 125 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 297 - Stat ID: 1 - Base Stat: 144 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 297 - Stat ID: 2 - Base Stat: 120 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 297 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 297 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 297 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 297 - Stat ID: 6 - Base Stat: 50 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 297 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 297 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 297 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 297 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 297 - Shape ID: 12

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 296 - Pokemon Id To: 297 - Pokemon Evolution: 1

-------------------------

Cadastrado - Pokemon | 298 / 386 - Azurill

Cadastrado - Pokemon Ability | Pokemon ID: 298 - Ability Id: 47 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 298 - Ability Id: 37 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 298 - Ability Id: 157 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 298 - Stat ID: 1 - Base Stat: 50 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 298 - Stat ID: 2 - Base Stat: 20 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 298 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 298 - Stat ID: 4 - Base Stat: 20 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 298 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 298 - Stat ID: 6 - Base Stat: 20 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 298 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 298 - Egg Group ID: 15

Cadastrado - Pokemon Generation | Pokemon ID: 298 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 298 - Habitat ID: 9

Cadastrado - Pokemon Shape | Pokemon ID: 298 - Shape ID: 7

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 298 - Pokemon Id To: 183 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 183 - Pokemon Id To: 184 - Pokemon Evolution: 2

-------------------------

Cadastrado - Pokemon | 299 / 386 - Nosepass

Cadastrado - Pokemon Ability | Pokemon ID: 299 - Ability Id: 5 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 299 - Ability Id: 42 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 299 - Ability Id: 159 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 299 - Stat ID: 1 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 299 - Stat ID: 2 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 299 - Stat ID: 3 - Base Stat: 135 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 299 - Stat ID: 4 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 299 - Stat ID: 5 - Base Stat: 90 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 299 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 299 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 299 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 299 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 299 - Habitat ID: 1

Cadastrado - Pokemon Shape | Pokemon ID: 299 - Shape ID: 12

Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 299 - Pokemon Id To: 476 - Pokemon Evolution: 1

-------------------------

Cadastrado - Pokemon | 300 / 386 - Skitty

Cadastrado - Pokemon Ability | Pokemon ID: 300 - Ability Id: 56 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 300 - Ability Id: 96 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 300 - Ability Id: 147 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 300 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 300 - Stat ID: 2 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 300 - Stat ID: 3 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 300 - Stat ID: 4 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 300 - Stat ID: 5 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 300 - Stat ID: 6 - Base Stat: 50 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 300 - Color ID: 6

Cadastrado - Pokemon Egg Groups | Pokemon ID: 300 - Egg Group ID: 5
Cadastrado - Pokemon Egg Groups | Pokemon ID: 300 - Egg Group ID: 6

Cadastrado - Pokemon Generation | Pokemon ID: 300 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 300 - Habitat ID: 2

Cadastrado - Pokemon Shape | Pokemon ID: 300 - Shape ID: 8

Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 300 - Pokemon Id To: 301 - Pokemon Evolution: 1

-------------------------

Cadastrado - Pokemon | 301 / 386 - Delcatty

Cadastrado - Pokemon Ability | Pokemon ID: 301 - Ability Id: 56 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 301 - Ability Id: 96 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 301 - Ability Id: 147 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 301 - Stat ID: 1 - Base Stat: 70 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 301 - Stat ID: 2 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 301 - Stat ID: 3 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 301 - Stat ID: 4 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 301 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 301 - Stat ID: 6 - Base Stat: 90 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 301 - Color ID: 7

Cadastrado - Pokemon Egg Groups | Pokemon ID: 301 - Egg Group ID: 5
Cadastrado - Pokemon Egg Groups | Pokemon ID: 301 - Egg Group ID: 6

Cadastrado - Pokemon Generation | Pokemon ID: 301 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 301 - Habitat ID: 2

Cadastrado - Pokemon Shape | Pokemon ID: 301 - Shape ID: 8

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 300 - Pokemon Id To: 301 - Pokemon Evolution: 1

-------------------------

Cadastrado - Pokemon | 302 / 386 - Sableye

Cadastrado - Pokemon Ability | Pokemon ID: 302 - Ability Id: 51 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 302 - Ability Id: 100 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 302 - Ability Id: 158 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 302 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 302 - Stat ID: 2 - Base Stat: 75 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 302 - Stat ID: 3 - Base Stat: 75 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 302 - Stat ID: 4 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 302 - Stat ID: 5 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 302 - Stat ID: 6 - Base Stat: 50 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 302 - Color ID: 7

Cadastrado - Pokemon Egg Groups | Pokemon ID: 302 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 302 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 302 - Habitat ID: 1

Cadastrado - Pokemon Shape | Pokemon ID: 302 - Shape ID: 12


-------------------------

Cadastrado - Pokemon | 303 / 386 - Mawile

Cadastrado - Pokemon Ability | Pokemon ID: 303 - Ability Id: 52 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 303 - Ability Id: 22 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 303 - Ability Id: 125 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 303 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 303 - Stat ID: 2 - Base Stat: 85 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 303 - Stat ID: 3 - Base Stat: 85 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 303 - Stat ID: 4 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 303 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 303 - Stat ID: 6 - Base Stat: 50 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 303 - Color ID: 1

Cadastrado - Pokemon Egg Groups | Pokemon ID: 303 - Egg Group ID: 5
Cadastrado - Pokemon Egg Groups | Pokemon ID: 303 - Egg Group ID: 6

Cadastrado - Pokemon Generation | Pokemon ID: 303 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 303 - Habitat ID: 1

Cadastrado - Pokemon Shape | Pokemon ID: 303 - Shape ID: 12


-------------------------

Cadastrado - Pokemon | 304 / 386 - Aron

Cadastrado - Pokemon Ability | Pokemon ID: 304 - Ability Id: 5 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 304 - Ability Id: 69 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 304 - Ability Id: 134 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 304 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 304 - Stat ID: 2 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 304 - Stat ID: 3 - Base Stat: 100 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 304 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 304 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 304 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 304 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 304 - Egg Group ID: 1

Cadastrado - Pokemon Generation | Pokemon ID: 304 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 304 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 304 - Shape ID: 8

Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 304 - Pokemon Id To: 305 - Pokemon Evolution: 1
Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 305 - Pokemon Id To: 306 - Pokemon Evolution: 2

-------------------------

Cadastrado - Pokemon | 305 / 386 - Lairon

Cadastrado - Pokemon Ability | Pokemon ID: 305 - Ability Id: 5 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 305 - Ability Id: 69 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 305 - Ability Id: 134 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 305 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 305 - Stat ID: 2 - Base Stat: 90 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 305 - Stat ID: 3 - Base Stat: 140 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 305 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 305 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 305 - Stat ID: 6 - Base Stat: 40 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 305 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 305 - Egg Group ID: 1

Cadastrado - Pokemon Generation | Pokemon ID: 305 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 305 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 305 - Shape ID: 8

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 304 - Pokemon Id To: 305 - Pokemon Evolution: 1
Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 305 - Pokemon Id To: 306 - Pokemon Evolution: 2

-------------------------

Cadastrado - Pokemon | 306 / 386 - Aggron

Cadastrado - Pokemon Ability | Pokemon ID: 306 - Ability Id: 5 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 306 - Ability Id: 69 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 306 - Ability Id: 134 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 306 - Stat ID: 1 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 306 - Stat ID: 2 - Base Stat: 110 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 306 - Stat ID: 3 - Base Stat: 180 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 306 - Stat ID: 4 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 306 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 306 - Stat ID: 6 - Base Stat: 50 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 306 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 306 - Egg Group ID: 1

Cadastrado - Pokemon Generation | Pokemon ID: 306 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 306 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 306 - Shape ID: 6

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 304 - Pokemon Id To: 305 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 305 - Pokemon Id To: 306 - Pokemon Evolution: 2

-------------------------

Cadastrado - Pokemon | 307 / 386 - Meditite

Cadastrado - Pokemon Ability | Pokemon ID: 307 - Ability Id: 74 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 307 - Ability Id: 140 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 307 - Stat ID: 1 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 307 - Stat ID: 2 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 307 - Stat ID: 3 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 307 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 307 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 307 - Stat ID: 6 - Base Stat: 60 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 307 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 307 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 307 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 307 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 307 - Shape ID: 12

Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 307 - Pokemon Id To: 308 - Pokemon Evolution: 1

-------------------------

Cadastrado - Pokemon | 308 / 386 - Medicham

Cadastrado - Pokemon Ability | Pokemon ID: 308 - Ability Id: 74 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 308 - Ability Id: 140 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 308 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 308 - Stat ID: 2 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 308 - Stat ID: 3 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 308 - Stat ID: 4 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 308 - Stat ID: 5 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 308 - Stat ID: 6 - Base Stat: 80 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 308 - Color ID: 8

Cadastrado - Pokemon Egg Groups | Pokemon ID: 308 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 308 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 308 - Habitat ID: 4

Cadastrado - Pokemon Shape | Pokemon ID: 308 - Shape ID: 12

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 307 - Pokemon Id To: 308 - Pokemon Evolution: 1

-------------------------

Cadastrado - Pokemon | 309 / 386 - Electrike

Cadastrado - Pokemon Ability | Pokemon ID: 309 - Ability Id: 9 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 309 - Ability Id: 31 - Is True: 0
Cadastrado - Pokemon Ability | Pokemon ID: 309 - Ability Id: 58 - Is True: 1

Cadastrado - Pokemon Stat | Pokemon ID: 309 - Stat ID: 1 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 309 - Stat ID: 2 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 309 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 309 - Stat ID: 4 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 309 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 309 - Stat ID: 6 - Base Stat: 65 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 309 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 309 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 309 - Generation ID: 3

Cadastrado - Pokemon Habitat | Pokemon ID: 309 - Habitat ID: 3

Cadastrado - Pokemon Shape | Pokemon ID: 309 - Shape ID: 8

Erro ao cadastrar - Pokemon Evolution Chain | Pokemon ID From: 309 - Pokemon Id To: 310 - Pokemon Evolution: 1

-------------------------

