Atualizado - Pokemon | 1001 - Wo-chien

Já cadastrado  - Pokemon Color | Pokemon ID: 10065 - Color ID: 5

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10065 - Egg Group ID: 1
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10065 - Egg Group ID: 14

Já cadastrado  - Pokemon Generation | Pokemon ID: 10065 - Generation ID: 3

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10065 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10065 - Shape ID: 6

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 252 - Pokemon Id To: 253 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 253 - Pokemon Id To: 254 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10066 - Sableye-mega

Atualizado - Pokemon Ability | Pokemon ID: 10066 - Ability Id: 156 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10066 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10066 - Stat ID: 2 - Base Stat: 85 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10066 - Stat ID: 3 - Base Stat: 125 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10066 - Stat ID: 4 - Base Stat: 85 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10066 - Stat ID: 5 - Base Stat: 115 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10066 - Stat ID: 6 - Base Stat: 20 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10066 - Color ID: 7

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10066 - Egg Group ID: 8

Já cadastrado  - Pokemon Generation | Pokemon ID: 10066 - Generation ID: 3

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10066 - Habitat ID: 1

Já cadastrado  - Pokemon Shape | Pokemon ID: 10066 - Shape ID: 12


-------------------------

Atualizado - Pokemon | 10067 - Altaria-mega

Atualizado - Pokemon Ability | Pokemon ID: 10067 - Ability Id: 182 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10067 - Stat ID: 1 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10067 - Stat ID: 2 - Base Stat: 110 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10067 - Stat ID: 3 - Base Stat: 110 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10067 - Stat ID: 4 - Base Stat: 110 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10067 - Stat ID: 5 - Base Stat: 105 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10067 - Stat ID: 6 - Base Stat: 80 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10067 - Color ID: 2

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10067 - Egg Group ID: 4
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10067 - Egg Group ID: 14

Já cadastrado  - Pokemon Generation | Pokemon ID: 10067 - Generation ID: 3

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10067 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10067 - Shape ID: 9

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 333 - Pokemon Id To: 334 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10068 - Gallade-mega

Atualizado - Pokemon Ability | Pokemon ID: 10068 - Ability Id: 39 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10068 - Stat ID: 1 - Base Stat: 68 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10068 - Stat ID: 2 - Base Stat: 165 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10068 - Stat ID: 3 - Base Stat: 95 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10068 - Stat ID: 4 - Base Stat: 65 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10068 - Stat ID: 5 - Base Stat: 115 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10068 - Stat ID: 6 - Base Stat: 110 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10068 - Color ID: 9

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10068 - Egg Group ID: 8
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10068 - Egg Group ID: 11

Já cadastrado  - Pokemon Generation | Pokemon ID: 10068 - Generation ID: 4

Já cadastrado  - Pokemon Shape | Pokemon ID: 10068 - Shape ID: 12

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 280 - Pokemon Id To: 281 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10069 - Audino-mega

Atualizado - Pokemon Ability | Pokemon ID: 10069 - Ability Id: 131 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10069 - Stat ID: 1 - Base Stat: 103 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10069 - Stat ID: 2 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10069 - Stat ID: 3 - Base Stat: 126 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10069 - Stat ID: 4 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10069 - Stat ID: 5 - Base Stat: 126 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10069 - Stat ID: 6 - Base Stat: 50 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10069 - Color ID: 6

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10069 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10069 - Generation ID: 5

Já cadastrado  - Pokemon Shape | Pokemon ID: 10069 - Shape ID: 6


-------------------------

Atualizado - Pokemon | 10070 - Sharpedo-mega

Atualizado - Pokemon Ability | Pokemon ID: 10070 - Ability Id: 173 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10070 - Stat ID: 1 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10070 - Stat ID: 2 - Base Stat: 140 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10070 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10070 - Stat ID: 4 - Base Stat: 110 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10070 - Stat ID: 5 - Base Stat: 65 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10070 - Stat ID: 6 - Base Stat: 105 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10070 - Color ID: 2

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10070 - Egg Group ID: 12

Já cadastrado  - Pokemon Generation | Pokemon ID: 10070 - Generation ID: 3

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10070 - Habitat ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10070 - Shape ID: 3

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 318 - Pokemon Id To: 319 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10071 - Slowbro-mega

Atualizado - Pokemon Ability | Pokemon ID: 10071 - Ability Id: 75 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10071 - Stat ID: 1 - Base Stat: 95 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10071 - Stat ID: 2 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10071 - Stat ID: 3 - Base Stat: 180 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10071 - Stat ID: 4 - Base Stat: 130 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10071 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10071 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10071 - Color ID: 6

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10071 - Egg Group ID: 1
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10071 - Egg Group ID: 2

Já cadastrado  - Pokemon Generation | Pokemon ID: 10071 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10071 - Habitat ID: 9

Já cadastrado  - Pokemon Shape | Pokemon ID: 10071 - Shape ID: 6


-------------------------

Atualizado - Pokemon | 10072 - Steelix-mega

Atualizado - Pokemon Ability | Pokemon ID: 10072 - Ability Id: 159 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10072 - Stat ID: 1 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10072 - Stat ID: 2 - Base Stat: 125 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10072 - Stat ID: 3 - Base Stat: 230 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10072 - Stat ID: 4 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10072 - Stat ID: 5 - Base Stat: 95 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10072 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10072 - Color ID: 4

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10072 - Egg Group ID: 10

Já cadastrado  - Pokemon Generation | Pokemon ID: 10072 - Generation ID: 2

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10072 - Habitat ID: 1

Já cadastrado  - Pokemon Shape | Pokemon ID: 10072 - Shape ID: 2

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 95 - Pokemon Id To: 208 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10073 - Pidgeot-mega

Atualizado - Pokemon Ability | Pokemon ID: 10073 - Ability Id: 99 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10073 - Stat ID: 1 - Base Stat: 83 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10073 - Stat ID: 2 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10073 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10073 - Stat ID: 4 - Base Stat: 135 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10073 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10073 - Stat ID: 6 - Base Stat: 121 - Effort: 3

Já cadastrado  - Pokemon Color | Pokemon ID: 10073 - Color ID: 3

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10073 - Egg Group ID: 4

Já cadastrado  - Pokemon Generation | Pokemon ID: 10073 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10073 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10073 - Shape ID: 9

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 16 - Pokemon Id To: 17 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 17 - Pokemon Id To: 18 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10074 - Glalie-mega

Atualizado - Pokemon Ability | Pokemon ID: 10074 - Ability Id: 174 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10074 - Stat ID: 1 - Base Stat: 80 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10074 - Stat ID: 2 - Base Stat: 120 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10074 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10074 - Stat ID: 4 - Base Stat: 120 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10074 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10074 - Stat ID: 6 - Base Stat: 100 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10074 - Color ID: 4

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10074 - Egg Group ID: 6
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10074 - Egg Group ID: 10

Já cadastrado  - Pokemon Generation | Pokemon ID: 10074 - Generation ID: 3

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10074 - Habitat ID: 1

Já cadastrado  - Pokemon Shape | Pokemon ID: 10074 - Shape ID: 1


-------------------------

Atualizado - Pokemon | 10075 - Diancie-mega

Atualizado - Pokemon Ability | Pokemon ID: 10075 - Ability Id: 156 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10075 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10075 - Stat ID: 2 - Base Stat: 160 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10075 - Stat ID: 3 - Base Stat: 110 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10075 - Stat ID: 4 - Base Stat: 160 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10075 - Stat ID: 5 - Base Stat: 110 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10075 - Stat ID: 6 - Base Stat: 110 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10075 - Color ID: 6

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10075 - Egg Group ID: 15

Já cadastrado  - Pokemon Generation | Pokemon ID: 10075 - Generation ID: 6

Já cadastrado  - Pokemon Shape | Pokemon ID: 10075 - Shape ID: 4


-------------------------

Atualizado - Pokemon | 10076 - Metagross-mega

Atualizado - Pokemon Ability | Pokemon ID: 10076 - Ability Id: 181 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10076 - Stat ID: 1 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10076 - Stat ID: 2 - Base Stat: 145 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10076 - Stat ID: 3 - Base Stat: 150 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10076 - Stat ID: 4 - Base Stat: 105 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10076 - Stat ID: 5 - Base Stat: 110 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10076 - Stat ID: 6 - Base Stat: 110 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10076 - Color ID: 2

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10076 - Egg Group ID: 10

Já cadastrado  - Pokemon Generation | Pokemon ID: 10076 - Generation ID: 3

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10076 - Habitat ID: 6

Já cadastrado  - Pokemon Shape | Pokemon ID: 10076 - Shape ID: 11

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 374 - Pokemon Id To: 375 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 375 - Pokemon Id To: 376 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10077 - Kyogre-primal

Atualizado - Pokemon Ability | Pokemon ID: 10077 - Ability Id: 189 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10077 - Stat ID: 1 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10077 - Stat ID: 2 - Base Stat: 150 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10077 - Stat ID: 3 - Base Stat: 90 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10077 - Stat ID: 4 - Base Stat: 180 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10077 - Stat ID: 5 - Base Stat: 160 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10077 - Stat ID: 6 - Base Stat: 90 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10077 - Color ID: 2

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10077 - Egg Group ID: 15

Já cadastrado  - Pokemon Generation | Pokemon ID: 10077 - Generation ID: 3

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10077 - Habitat ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10077 - Shape ID: 3


-------------------------

Atualizado - Pokemon | 10078 - Groudon-primal

Atualizado - Pokemon Ability | Pokemon ID: 10078 - Ability Id: 190 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10078 - Stat ID: 1 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10078 - Stat ID: 2 - Base Stat: 180 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10078 - Stat ID: 3 - Base Stat: 160 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10078 - Stat ID: 4 - Base Stat: 150 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10078 - Stat ID: 5 - Base Stat: 90 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10078 - Stat ID: 6 - Base Stat: 90 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10078 - Color ID: 8

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10078 - Egg Group ID: 15

Já cadastrado  - Pokemon Generation | Pokemon ID: 10078 - Generation ID: 3

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10078 - Habitat ID: 6

Já cadastrado  - Pokemon Shape | Pokemon ID: 10078 - Shape ID: 6


-------------------------

Atualizado - Pokemon | 10079 - Rayquaza-mega

Atualizado - Pokemon Ability | Pokemon ID: 10079 - Ability Id: 191 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10079 - Stat ID: 1 - Base Stat: 105 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10079 - Stat ID: 2 - Base Stat: 180 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10079 - Stat ID: 3 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10079 - Stat ID: 4 - Base Stat: 180 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10079 - Stat ID: 5 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10079 - Stat ID: 6 - Base Stat: 115 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10079 - Color ID: 5

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10079 - Egg Group ID: 15

Já cadastrado  - Pokemon Generation | Pokemon ID: 10079 - Generation ID: 3

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10079 - Habitat ID: 5

Já cadastrado  - Pokemon Shape | Pokemon ID: 10079 - Shape ID: 2


-------------------------

Atualizado - Pokemon | 10080 - Pikachu-rock-star

Atualizado - Pokemon Ability | Pokemon ID: 10080 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10080 - Ability Id: 31 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10080 - Stat ID: 1 - Base Stat: 35 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10080 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10080 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10080 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10080 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10080 - Stat ID: 6 - Base Stat: 90 - Effort: 2

Já cadastrado  - Pokemon Color | Pokemon ID: 10080 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10080 - Egg Group ID: 5
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10080 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10080 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10080 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10080 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 172 - Pokemon Id To: 25 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 25 - Pokemon Id To: 26 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10081 - Pikachu-belle

Atualizado - Pokemon Ability | Pokemon ID: 10081 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10081 - Ability Id: 31 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10081 - Stat ID: 1 - Base Stat: 35 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10081 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10081 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10081 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10081 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10081 - Stat ID: 6 - Base Stat: 90 - Effort: 2

Já cadastrado  - Pokemon Color | Pokemon ID: 10081 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10081 - Egg Group ID: 5
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10081 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10081 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10081 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10081 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 172 - Pokemon Id To: 25 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 25 - Pokemon Id To: 26 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10082 - Pikachu-pop-star

Atualizado - Pokemon Ability | Pokemon ID: 10082 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10082 - Ability Id: 31 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10082 - Stat ID: 1 - Base Stat: 35 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10082 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10082 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10082 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10082 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10082 - Stat ID: 6 - Base Stat: 90 - Effort: 2

Já cadastrado  - Pokemon Color | Pokemon ID: 10082 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10082 - Egg Group ID: 5
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10082 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10082 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10082 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10082 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 172 - Pokemon Id To: 25 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 25 - Pokemon Id To: 26 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10083 - Pikachu-phd

Atualizado - Pokemon Ability | Pokemon ID: 10083 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10083 - Ability Id: 31 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10083 - Stat ID: 1 - Base Stat: 35 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10083 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10083 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10083 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10083 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10083 - Stat ID: 6 - Base Stat: 90 - Effort: 2

Já cadastrado  - Pokemon Color | Pokemon ID: 10083 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10083 - Egg Group ID: 5
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10083 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10083 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10083 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10083 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 172 - Pokemon Id To: 25 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 25 - Pokemon Id To: 26 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10084 - Pikachu-libre

Atualizado - Pokemon Ability | Pokemon ID: 10084 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10084 - Ability Id: 31 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10084 - Stat ID: 1 - Base Stat: 35 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10084 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10084 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10084 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10084 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10084 - Stat ID: 6 - Base Stat: 90 - Effort: 2

Já cadastrado  - Pokemon Color | Pokemon ID: 10084 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10084 - Egg Group ID: 5
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10084 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10084 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10084 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10084 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 172 - Pokemon Id To: 25 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 25 - Pokemon Id To: 26 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10085 - Pikachu-cosplay

Atualizado - Pokemon Ability | Pokemon ID: 10085 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10085 - Ability Id: 31 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10085 - Stat ID: 1 - Base Stat: 35 - Effort: 0
